date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2026-05-27,sh.000001,4138.8053,4153.5614,4077.616,4093.7266,4145.373,66046739900.0,1473449050997.9,3.0,1.350389,1.0,-1.245881,0.0,0.0,0.0,0.0,0.0
2026-05-28,sh.000001,4080.3044,4110.7821,4055.8275,4098.6358,4093.7266,62117995000.0,1361325732878.4,3.0,1.271814,1.0,0.11992,0.0,0.0,0.0,0.0,0.0
2026-05-29,sh.000001,4110.5212,4112.9553,4055.8861,4068.5691,4098.6358,73159771000.0,1532067352981.8,3.0,1.50205,1.0,-0.733578,0.0,0.0,0.0,0.0,0.0
2026-06-01,sh.000001,4067.1578,4093.0405,4045.6898,4057.74,4068.5691,67602580600.0,1319801913950.9,3.0,1.387179,1.0,-0.266165,0.0,0.0,0.0,0.0,0.0
2026-06-02,sh.000001,4061.4629,4089.5747,4032.5826,4075.1016,4057.74,64224465600.0,1280966176160.9,3.0,1.321205,1.0,0.427864,0.0,0.0,0.0,0.0,0.0
2026-06-03,sh.000001,4068.3408,4107.0458,4059.9067,4083.974,4075.1016,66845258300.0,1429755844607.8,3.0,1.359769,1.0,0.217722,0.0,0.0,0.0,0.0,0.0
2026-06-04,sh.000001,4053.6702,4080.7178,4043.4331,4057.7811,4083.974,62119477400.0,1274652182407.1,3.0,1.273136,1.0,-0.641358,0.0,0.0,0.0,0.0,0.0
2026-06-05,sh.000001,4044.8292,4078.9317,4015.0629,4027.7362,4057.7811,66291857700.0,1363887868514.9,3.0,1.361987,1.0,-0.740427,0.0,0.0,0.0,0.0,0.0
2026-06-08,sh.000001,3938.7093,4007.493,3927.8527,3959.3378,4027.7362,65929355500.0,1267277235711.9,3.0,1.353906,1.0,-1.698185,0.0,0.0,0.0,0.0,0.0
2026-06-09,sh.000001,3977.5394,4010.8715,3955.908,4010.0307,3959.3378,57657009000.0,1173088930413.3,3.0,1.184322,1.0,1.280338,0.0,0.0,0.0,0.0,0.0
2026-06-10,sh.000001,3985.1244,4006.3127,3963.4417,3993.2258,4010.0307,59869473900.0,1227070067091.4,3.0,1.228366,1.0,-0.419072,0.0,0.0,0.0,0.0,0.0
